appid,PGDR
542650,-342.2941389208723
429660,9.119348729023987
35450,-0.5913265946492056
313160,-0.654795170010936
447820,-8.441654769830864
286690,30.437601317428456
607890,29.409328064314746
251060,4.708756910586891
375450,46.52793949944516
657200,12.874636124845924
311690,16.127529014910586
42710,-13.124913551842798
627270,36.89707278081319
438020,2141.5867445257604
1250,3.445092978840864
307780,0.5857692049254449
42680,-24.22400481085721
108600,105.52711956172894
454180,1081.7269326220164
361420,55.47624747979792
285190,-5.923816788991596
10180,-63.93603829749478
287390,22.960970103612773
363890,8.692870449133967
357290,110.21307393023021
204360,35.06337268996851
374040,27.023652824870513
269950,31.298511766443152
641990,17.741955610650454
289130,17.902867162792838
8870,17.741065029306416
558990,118.03916351404685
3900,3.389304504091403
589290,68.03746110581405
502520,21.943776056735985
609150,-8.331739774935489
496460,18.9607513849979
32370,8.440629552463076
9450,3.3262354439433803
306020,-8.589912179675956
287450,4.396259008319754
42960,4.070862457819832
610120,2580.1958819179445
236690,6.432890563525224
434170,45.14813320722787
2870,21.680351444419305
234630,-20.28851425612824
249130,17.790415292069046
226860,2.265034386707855
236430,15.175941942881286
47810,1.7040281431902347
200260,2.386320574033276
238090,-0.10556727984216568
228280,22.767957692049947
285920,61.627693679850964
210770,21.169899064814157
400,-12.336798057577038
368070,4.795007667784567
312530,30.48531467716792
238460,31.783790715899503
311310,54.939211295981714
365960,-14.864551791598963
581600,48.60193415572675
722060,1.6744415280596903
365360,58.91602926519496
292730,-7.422291163132375
70,47.919570339771134
388660,637.6372335619968
368500,19.069076358098126
24960,-9.030141942954927
225260,1.2713353499545539
40970,2.7259182129591366
33230,24.734600434086772
333950,-0.38324237825484786
289650,72.95383727263152
474960,13.908547301050334
391040,17.056737940062202
545580,1020.0192697801818
246620,265.2932906891721
42700,-3.765999817255933
332310,8.4912685403657
366220,6.794026035029185
282440,1.626735888792463
22370,22.28023762292194
500,9.875879463376872
248390,26.71566204931466
344760,-6.384855520109303
371660,17.93266653801434
203140,-2.263301756803261
562730,308.49145805790664
571740,28.574668921143083
619330,-877.154163030712
554620,4.487443486430305
526290,-30.512858098016842
274190,16.428407653016095
9420,9.293795297579072
636480,51.03339806850621
268400,22.200441763886534
110800,36.69165398376501
412290,3831.786298991985
221040,14.59551753108097
48720,12.213059937537308
232890,4.410411807183817
39140,30.031365355586153
22320,20.829843762143753
647830,39.90837638438942
421020,17.423863234860224
3590,81.02477697759556
460920,-11.759934029511435
359870,9.789635085298658
420360,-9.39214377528308
209000,2.0534804846320944
223830,-10.692294400732688
322110,18.17485430847001
345350,13.095139542690605
323580,2.087490447535749
280,34.95617749520884
326410,-15.97889415942039
17440,5.627735752662693
253900,11.287423912750477
533340,2167.0394339963013
271360,9.986847138909678
551670,14320.159138551157
311340,-1.171358278256302
15210,24.645108775020784
514900,5.949337968805252
319510,-2.3470915753834287
552620,154.90627188371298
1900,9.142531761205207
286000,29.04081421184703
466860,4.373682331809286
420440,-2.130814723782682
491260,208.78804663481233
513570,8905.645566719251
235900,13.397344284013258
293760,64.95651175434979
238430,61.37292150284646
567780,-89.0151363218247
402220,-7.279073738253025
354920,42.313456691117125
397350,1.526426386124997
41500,23.570663808991558
566050,13.62291386083649
375530,-26.93807185389441
473470,2346.1493936612173
611790,3.7244542228934736
333640,255.84471755032519
313010,0.4369908082197196
268870,3.8716100835276386
288160,-6.353818451876079
282560,-11.806169399394776
467520,-25.826036841421207
394870,67.14368982277789
292140,11.75287774820226
466300,31.135477577199413
233980,27.333870950974426
20540,8.113154344607919
561610,-8.779792770667664
261470,-1.1098554262714555
280160,64.50228459486546
7830,-1.368389521351703
215530,57.26305737831837
319910,21.818667086457705
448070,12811.322546178233
113020,12.394674947315966
641780,51.44477993828771
290790,7.670769151095065
442780,31.333463588116764
24670,0.20936873548991883
21100,22.62117357007675
575550,-4.119838096406886
599460,-0.1361551954990279
391720,-1.3844148890358547
301910,-5.135597591989791
740260,47.91975771674411
382080,-43.955626631570134
407000,21.748653647747087
370540,10.530083434056069
364420,4.214724252226922
359310,7.297298049889679
214340,19.29962255348047
448470,814.1486982631029
455980,58.39051290616098
232050,-2.361341556182941
13520,27.116690168826835
261180,-10.093460073072025
251290,47.44103672193155
15120,21.58993636484127
420530,16.754374695139333
203630,0.2656329789475189
268750,0.5092412546060999
487270,29.799046260060226
335670,18.120630340296664
9010,26.279824551810783
576130,194.31631422667402
265210,-59.51311356620581
263060,1.1644812451161028
307670,-1.7661901760656435
3170,-0.5421512413811737
360830,-0.7162175627703782
304530,40.488473091489666
252870,-7.878538357264413
660160,13.974050934466788
310470,-11.501637157628732
249650,10.60377816774042
289930,-12.203623053607606
337150,-2.21388275445061
296970,-2.4742492152617217
412740,-16.80971772118558
58610,6.935714271030014
414740,-17.532225692481447
228760,16.331037349333844
538590,421.10914834903343
61700,6.638590793322698
712840,22.69186005271892
363360,19.822521771195373
335620,56.293324153727085
368360,129.98063045406008
370730,58.052387355753496
570420,114.33748309954665
73010,-4.436608015284513
204340,18.003542342167933
393080,-110.9552872608825
523120,1.4658023144189574
382900,22.97048975547545
239120,26.500843083410672
71250,22.918613338959307
63910,4.54889268737579
513620,2094.813690509384
485980,20.36875751203016
252110,46.690230223874345
98800,9.820370297579363
316790,19.21319049730758
555160,-8.785801407787908
3720,-15.273599553472891
253430,-52.67761000662501
285010,35.52004887239287
238750,11.085399376467116
577230,-2.2276641031394475
546400,220.14091572546783
293780,69.53504275563034
321410,-0.7470985268876746
460120,1.983777005966646
15320,6.316781069903967
506610,-1.9942629540840233
404680,85.39257715767101
353270,14.93290124436453
436320,-9.159335031822827
6800,19.25613444332403
551730,4.2862995958728085
383180,1.9284044090207069
262940,40.096517944943315
503770,52.01700491748957
25000,-11.382191696793875
550340,23.118509365881074
6910,16.05856267454606
327140,-41.544198724619484
224760,14.548717441939548
3480,19.08620492111288
315460,28.91536475226319
224500,-5.061879357840686
233720,7.732298343839103
16450,21.000210910774854
8000,20.301974301985105
50620,19.854525170083544
203680,49.82880323008387
452570,2.9307289413572946
363090,71.00973156883137
580200,-4.362333350687834
67370,7.685054481346254
562810,86.03231396998989
434030,47.80909088957598
263760,-19.76092080795058
404540,-6.041069635612149
583470,91.20544133061055
15700,17.141140742925447
412050,-27.999631465709548
703700,76.65718926306454
10270,7.92236274209922
388880,9.110715098605468
528200,13.348814420542462
206440,23.298104217584118
248860,13.347452220917102
65790,0.5923459131090626
39190,13.912722889669181
569860,65.52571440289654
12150,27.527689972991812
25830,-2.354797223125393
41000,17.966358407413182
468070,-9.149358913823749
269330,10.28319927012872
577940,41.594779322507115
327860,16.14172083270672
340000,87.08482288144405
22130,0.9142527978902202
92800,10.523959313085344
104900,-76.76792657244206
237850,-2.279849209727223
327090,4.021910753062843
461880,5865.707353086915
1200,-14.061460853763652
368230,-8.478304282644345
21000,15.339337271542034
236090,-1.8162733955117154
282400,-3.210123283771902
449800,239.62227927264544
11450,33.17036238353064
40700,10.069761099623996
521150,-35.45455660392309
24840,-11.885621862552533
580420,1181.7028473011774
384740,128.9107791321508
425580,-1.1859906607495432
527100,10.695526455756307
205990,-3.248596026186184
298030,13.375985915993548
421050,21.570573354504116
312750,18.85252086521891
464060,2.195510568326621
527270,138.76592943702434
453090,-18.827756707659603
435400,14.66402075057924
232010,-7.142389514103979
2810,9.206479071119585
454080,218.43055735168932
70400,-8.72869991869564
235800,5.729845153337268
7760,3.072880472071205
243950,26.158911883313692
239840,-2.2572689922169915
308040,11.38516091141228
629690,19.798773067315082
322520,78.39173226006731
313780,30.268494753921665
522470,95.25695463851137
228300,28.291033134843794
235320,5.067670658315899
350110,6.218127624012125
507300,8.832922125956134
639790,-25.023055973748587
32500,-30.92268638227031
345240,1.1590247236367486
317820,-11.871560610028942
311260,75.70051217365838
504210,63.58256115569576
247020,7.112694905048161
339340,30.675233460945844
287260,37.11636134380948
46500,15.415005029671544
384190,-4.245055850244561
221540,3.1450492794561864
324510,13.628260852961064
385380,-123.83536517810809
57900,2.6414768489350196
467000,224.94217867682087
448500,-43.28958636693214
441550,-6.26483456308745
274900,-6.985328101054277
423230,-1.720150859195817
256290,18.47627885669812
296470,13.197244210735679
236150,-3.878987852147349
2100,6.383242495530127
8600,-33.38891791099696
299460,31.240550342259294
70600,23.37478657711195
224480,3.759970505141133
216890,0.6999172132536657
39200,15.489212438625474
216260,14.87658681301695
425220,9.779773697797916
292910,-1.1826710460916858
220740,13.222926073945242
362680,-24.17399347448704
328080,31.91731644497326
370360,5.013901702018366
446020,-24.700564132270244
314410,-6.282123116130827
9340,1.8602889918021601
301320,21.824752546413208
340050,-6.10776441881233
448080,55.904415688019895
323220,86.5322103647002
583010,-4.144214582329989
2620,-28.966024336891955
252410,-7.348242326490736
231160,-1.5640815378216244
32360,-5.1725147050039375
486780,-10.041216035213854
561600,-12.167061613247114
314790,-16.642129487835774
474050,-50.85734105144102
362490,-68.55021183184712
368340,43.74515282435362
107200,27.355247047414412
394760,-3.3534581602057716
254100,-7.657238929315124
312520,24.799756106816794
460810,-12.9777121205741
593030,6.014058358059897
555220,4.811809984786324
130,40.33530519325267
512770,-212.06399842383357
424030,43.51854068050523
504880,523.8333856631454
407330,36.597264213755174
21090,19.809784040750348
222440,5.815495280693321
225080,9.327739430319285
591370,-25.466930145301188
221260,76.603560524928
12320,8.070312362996283
527290,73.41443965931714
407190,-15.143580759936023
272230,213.60296704931642
385800,47.51695640170946
202200,3.3298147130619142
300570,22.79979296580888
718650,44.2113109383222
57640,58.53774626098452
618970,27.360685039902894
429280,44.63164866535205
45770,15.37742285569621
405640,-12.803797457786397
665180,27.938271530796648
494670,-37.0705500466873
303720,69.10336978638193
265610,26.03711403765788
497180,-13.748288698463007
95400,31.4434422992695
2800,27.292643035883092
735280,30.962652271170914
338170,-2.1531242279108005
314520,3.9283719356092077
368590,9.671815849732502
356570,61.07434581023778
357190,15.892344069289422
239250,-5.5219677158144655
475190,17.07984957168611
418250,27.202998181487466
241260,49.71498258964382
24870,-15.934622849003668
513510,29.19168226735478
351710,4.245560325171879
357780,-3.172469370445132
607880,9.583370462673367
8140,20.326794578846627
251110,19.881876128262004
444490,5515.278938308631
528510,3801.3160148430984
485950,663.3124788276223
347560,54053.972052417674
506670,4495.457472735955
485830,9544.95280027146
465760,23.409941208371684
7510,-11.857204659436364
475220,9.270639474812604
222730,36.73852042055841
249590,-3.4772285352686634
208520,-0.3180912924602119
552920,36.43272068895289
278890,71.44184771860343
546200,6.532766977459169
333300,71.91420664870817
614910,133.37776682202627
464850,-27.46985090426252
639780,-6.410465409021758
424370,6991.807182156593
233290,31.536073554600097
314660,17.092337190876812
623550,40.73721094839858
410900,25.743030121626287
40390,12.571202519617826
483770,7.954591451970919
467120,760.8633093525162
527230,54.328360419250515
254200,17.957341666920858
418030,107.34015260303984
504050,82.34978642487847
217200,7.660493879833731
313340,4.221698018625316
496680,102.74222213171815
546660,-57.6107964777083
338530,824.9619563184664
563120,2530.4678722054637
71340,29.49445850647072
635200,-5.896881324383827
445310,11.11343850532015
463220,2693.172994367563
293180,12483.279440333865
382110,-10.983627051125891
331790,758.0731485085314
410340,66.89420655301514
606800,26.328725167551877
7520,18.223286823720382
285160,-19.469469151019936
262150,-11.78334593676642
265550,51.02563200765715
581030,4304.798018518702
438030,2965.967490216102
47780,19.944701418268227
428630,83.02281632139294
465240,25.513813307120028
464340,18.016927768340565
440650,4.193240409190441
616560,-1.6706787405825736
242700,-12.05484483471002
469730,10381.704009070598
223850,7.4751814367838145
302510,-1.4843428449764435
356500,-9.034081906883587
212480,9.897989739748574
434570,9.240952342006153
507390,565.5327420382597
585900,-7.244447228347431
218680,-15.633531615001276
35700,27.652657120817864
575840,743.5976167421996
3990,0.3470137549474977
266510,-1.67254429683701
214170,22.120269909684747
400740,123.23628632576728
452060,95.45522585275295
471010,-35.023716525880914
265300,5.545642619231414
640590,451.7834285383402
17470,9.028299257649106
448280,15.961353423288818
261030,234.14011006285838
554530,-70.880835695765
419480,-2.498645708633893
598330,51.78537341721117
564530,24.37400700104764
571260,19.50151046019165
289520,-0.26932940419411605
3920,14.70704414312928
525300,40.21400816769851
367670,16.681676647026926
15100,16.87819979833084
4850,4.638309705865833
462770,68.18859219695938
717790,-14.850094490334518
412830,27.723537038403897
209080,11.41167729098242
200170,20.214790056618813
343360,8272.981236454156
535230,-58.97824462440743
383870,-43.985196729487626
363680,1.6404939875933693
284950,3.9868693334695777
267530,6.123385072504898
228380,22.69292298640325
252610,-2.090903842829577
337320,42.52413579729331
266410,-53.198232549054666
565860,144.13927240688923
34460,-8.871495616722532
248170,7.093826096201866
225640,-7.7432756842600154
108800,-14.064765350386988
447530,-67.46231799027123
536220,373.27379495338636
329000,7742.63843868744
509110,9120.575181013215
405900,29.91776943396247
213610,30.993922190915043
617830,49.87922231038935
323850,82.6760255086189
511680,-6.612755449357899
329050,15.977488634073117
667600,28.171980588496485
226580,18.708116087601084
251150,23.155967582487172
287980,-1.4939598884495526
281640,22.73445686155691
597220,36.51296141317282
665360,8.544408796775427
274520,135.25924560602388
507490,7.5756038309680065
24240,-22.755549904144733
282900,-1.8922395601785562
524580,16.35365192934659
553640,126.94169838512873
356040,9.086705396852018
7600,4.460558914990039
410110,1.180711488321913
654880,20.77999901595993
474750,4.253214304586523
285330,16.43572677744972
471550,25.338081377601927
40990,59.87004951914729
375010,-24.0946340342374
258010,1.1684129772646783
108710,17.316877424841657
581670,604.4075139123055
257850,2.95087597214083
526160,140.38326206391793
48000,10.744935088852754
341000,4.76059631158886
351510,57.8205738039948
459220,4.898504951704068
315660,4.250358021379792
467370,-219.44994645910876
4560,7.6328872769833005
10680,9.870255415832363
25900,2.15284555906514
372360,8.707052086488527
467960,5.273030190747097
597170,49.58859697484881
292990,32.35617558695435
425160,-10.160929576511025
250320,26.222033667624874
281610,7.68064726489362
214510,-23.945291310176003
562430,-43.242136268856726
257170,24.705560732204958
243970,1.620559051373443
304430,42.35836303605987
282140,13.594769988275164
433530,6.085428147133282
443810,10.120667561004847
501300,45.8193478077327
593280,95.42166504788253
204030,16.45670051014376
357900,777.7704543025959
251730,19.489918773599474
503560,5.438665556596965
342310,-14.843555054250341
25800,-2.307059250449886
208200,37.767759666751836
683900,16.46907538447346
252470,116.16891410555853
423580,-11.67223726539945
238370,6.792332320403574
424840,21.685335846134382
115320,5.120546684169087
259680,43.79266866825838
237990,9.740712512317323
410980,17.63265402767698
327070,5.735925981583351
17300,-21.555695297034696
207170,14.005417931912257
564230,8.334418681486001
748370,-15.38434756781247
3330,9.498314372967767
258970,35.04986580080311
32430,-36.63224639759586
19900,23.434675311252843
386620,6.521438593063321
597840,31.832171535852233
345260,-4.490997778638786
507400,1089.3163916575622
610670,53.2642094609288
539440,771.8716088054061
235460,10.680108270806778
398850,1.2906409926979712
250760,-105.72010331329007
314980,4.3792115747856215
12200,25.868642733833667
303390,15905.436339438022
463100,274.0831946376962
406290,20.536152570162063
107100,16.253440195497124
322190,0.8283321611247771
400910,19.436826143409256
222480,4.695050910452598
240760,11.257406744055212
2600,-7.267268573803682
224900,-13.531379602754727
269470,23.578026773811825
475550,4.3113170917533505
345180,55.165043979163876
619340,-418.5913308287796
259060,-8.190762142021244
582550,22.323052837810906
245470,31.221507478254697
502370,6.9848069813545495
222750,-0.15980482109371152
495280,9.634718584240574
304240,30.24517169306948
453980,-0.2301547841574442
215930,-4.8445505195775365
18500,-2.7449601396860763
306760,1.0382007974481375
6860,-0.9788867772722877
632300,260.832807042277
423710,5936.781377534172
484900,39.79548180724907
7200,24.527252779352658
437920,64.12066668505973
318020,3.397958373449274
464350,19.388483371303114
17430,-23.434100357698178
502800,6.47133479049344
621830,36.80133208647999
250340,21.60399174258424
220260,-0.1553718318446089
468920,10.432757611719838
233840,19.829593487106415
221910,-15.356712786043284
248610,11.536728988350315
40980,7.259539063317136
235380,5.871195465579052
400170,32.71002498255635
427730,-58.741058913396
204450,3.9252925967688013
543460,21.133922399569244
542340,55.95611454854303
365450,8.774015832197755
55140,-1.9659873667001406
741260,49.133386843952366
383800,41.22007892020542
344230,8.665102020299582
426000,-4.60712375183049
57300,11.660328833063907
250400,-1.0527594392904176
457730,-10.132329259629598
547960,3312.6153649323264
385070,158.9603336761053
552590,-4.220908220709809
234670,16.68120859522932
205610,8.14604042904126
1930,7.053739568884328
491650,1062.901579065164
304410,5.230141729466659
34440,-4.732592004181073
361280,221.41242418083866
571310,52.700209916122006
564310,15.876090498899863
218640,6.8959465753658735
206190,-23.68262758201652
579230,54.34174907927899
458710,20.70133145952697
291860,-9.705757875358067
345090,7.81699432191968
414700,23.64239489411673
100,-1.67923912842148
650000,83.7008934541372
377310,26415.141783462048
6000,-18.548844582441887
4570,-8.286788867260952
735570,-106.52465775265692
264200,-11.44495465827581
498240,26.422125822466942
9350,14.962387937067316
204120,22.66122216603482
225420,-8.37097231110157
329130,16.664515390852703
732430,1.3763099342705458
602520,36.10229132157633
418650,-1.9425599461160141
406150,-6.05140068719363
32510,67.0155004493538
57740,3.7406203700358196
246420,13.106241334485341
20570,-0.48854788393445325
675260,37.47182375455485
286570,32.87912756881666
404590,14.835163537397579
581100,1814.8081509858896
397950,31.78433510126615
394310,23.21153422390275
65540,34.484357920255654
324270,398.4298733881555
250520,140.9672765825575
17410,-14.125969143477068
20,-10.413501666076911
585410,52.189755497122924
237930,7.46716456169621
50,50.6031289105818
527430,110.52901143188565
442070,19.368127014070836
492090,16.87715312001462
55150,-8.155214647027625
578620,-19.190600326576
45740,14.017945545075333
12810,17.173377554443633
2990,2.1257843451539955
507360,-180.53074093536534
470220,41.66736892085797
388750,-1.9908480042903152
363930,11.957112312989779
350640,42.53762497865583
658980,82.91669398169336
228260,9.65321880341026
3620,16.547217636760625
637100,51.30334999491735
327400,3.1960101556655522
244030,8.564631325181885
245490,6.947969136182899
517790,34.218151501356054
213330,6.614768772902567
547900,-38.02099667755683
234080,-5.840193138114569
50300,5.874127792435963
559650,46.25064295718255
333600,44.50585660787777
34830,-3.351179732840558
22600,13.539351704245808
438490,-6.53769025475878
422900,4.357261573952078
6030,-30.51882092250739
418340,43.18526792106996
239070,1.6740672968252526
218510,-6.160616650970228
12100,21.147024913191892
300380,81.76767463647668
12140,22.465498412976558
421040,3.233481703392473
486310,-24.36204396062496
384490,18.98749914579106
242550,23.534515270030383
351940,57.69923619236598
244770,39.07955511006956
314150,-11.701635495718465
525920,-15.66968524338892
298050,13.73404312129132
8190,20.09157417983237
24780,0.050859724357899996
329430,8.187666891102515
565380,49.10348673171749
418240,16.861595471256614
238010,12.463534162004281
207140,33.61019855664077
493900,-5.151245942626509
257350,13.734361915748776
202970,-12.186315093587282
296870,1.1349067120858345
572410,-13.252126436441902
463110,249.15180497517701
362960,40.6209424688455
418370,35.83509189126526
414340,174.84385999701348
268050,51.3165194098764
350080,57.46864195624437
313120,290.66146196246825
595280,1.9890573000046008
552700,-16.119907317401317
463710,1043.7429467891354
289950,-14.432521987674233
239350,16.636424213164243
41700,18.981793620128602
514660,443.06579248750967
274920,24.71102528033273
614570,79.86386614121703
239820,22.007953072822094
320300,-6.2036005949429684
39540,12.11639095685316
509930,250.20504689626299
307690,35.88154843345138
207610,114.65703155869569
274940,-10.042159863930964
249050,33.2631857879769
403190,27.492258562637048
409710,21.605609829066104
410320,-11.594563586816934
552100,27.66485057892487
242860,-10.755415999117252
24980,14.342406866855839
448780,199.5856005940338
610180,44.88039241614952
102500,18.27360531115313
480650,24.023859989873937
268650,189.3951199271381
209170,-17.70155595494991
387290,81.99722899424576
285900,17.550057347625017
238320,10.396414400886261
270150,12.863336623427214
40100,12.060990821320736
405310,21.555847069008095
352400,9.83231796424955
528300,35.60644887445957
454690,144.01476676018868
486150,1229.3019047944254
57690,-6.096249287077107
386070,10.73167716207307
378540,15.728083729836273
21690,12.902143039985969
56400,4.297601052808604
375910,3.345932507873
394510,39.34546832818305
668630,37.70913904941353
17460,1.9337629348833627
253940,0.24366415527217733
4500,20.910058022923742
44350,-74.42282867491144
397060,-9.080780083526832
48240,-2.0329451876670825
406090,10121.339457394892
438640,56.41446554547279
547040,82.10722554936638
341380,-83.81495262977343
214490,229.85821751880655
391660,262.4312616484763
248820,-17.446948028450425
242680,112.77037170952687
635260,38.355669880546756
2820,22.570645217184076
384480,173.14610521899493
4920,-9.627086776279292
278080,80.87471321325961
6020,-19.723135885457932
585560,305.92324986298996
232910,42.64724897712731
48190,22.979007806272158
346940,4.545340202459365
39150,6.833956385581871
276810,-0.17514670328850487
339800,-4.825976157095263
35140,-0.23579480485380788
35720,16.756445199609367
220700,0.6412722928886251
223100,6.870582817638396
575570,387.447441584853
230290,-2.114866501696404
311560,15.059874804853566
403560,16471.351302046434
17480,-2.325216049321837
456670,33.55791927464289
48220,15.72144222533622
448510,26.381953153847608
644560,49.62566848042828
505460,-5.007536018276124
3830,11.291093784470725
383980,70.43224643312747
397460,50.391884976696645
265930,29.703015103032012
496690,67.82927871913128
466580,-62.58703768745541
285310,6.751843045280677
525480,13.701115426280325
233860,34.22591474225893
431730,63.47459915675421
371460,107.07065108525536
47870,8.172596264394228
342970,220.5529861936777
300550,9.201326861316359
402710,30.86361979066254
39500,19.24270986717791
428690,5.332495795859616
320,4.864982200304601
568220,101.44842897291062
413420,53.555594732109405
25890,0.6371643363236025
321960,9.278561121510112
575860,-9.592329324052681
513590,8292.392767458696
301120,-1.089337824562774
527770,1255.1384377931022
357310,3.3743391872316044
386940,130.46264603467486
362890,56.18401380613097
4580,-0.48024889612075305
360170,3.079441588910121
538680,30.67531787365604
65800,-0.10750811252564775
254700,18.846971222983882
420,48.34566863538414
257510,19.83338917113785
20510,18.75001014091006
24720,6.184752917079288
321360,36.508287269674796
290340,14.519123750468973
555920,44.46663689797596
282800,38.52402819973392
493490,9.381983789698834
622650,0.8495086142988924
78000,9.056863818425821
460790,-29.36058953535195
219780,7.294455915050678
40950,0.9351135956731556
355790,9.848678337128606
223470,-0.017588284772929796
12110,27.037812743688402
323470,26.795464785424972
17450,-9.283301798301176
512020,1254.8621872468545
239030,153.848655097033
397340,5.614129057639879
247080,-1.4212403714730097
524660,7.130347355962601
388410,0.12677251460249186
239160,25.53576717717469
373930,4.265899192739488
39550,13.422750386275304
244160,2.757816965533059
353640,-15.996162267019368
292120,14.499532555514765
351970,13.811240919317584
243470,9.138670297835871
15620,-2.338539973824874
204100,19.385985219400364
331670,63.38895949233375
542550,114.19355252834845
578330,22.416979879406867
38400,16.77383672338526
445190,45.2797900341635
485390,52.57288931238743
633460,8.674256905187153
34870,-1.796920290257737
208140,42.571011098360316
307960,5.067995506691967
324080,11.828812991576427
201790,-1.0584476453745046
39680,-0.146114525474285
378720,-0.8439298954709548
40960,12.033592093178575
298630,-8.493553802242587
24790,-8.421888590296899
313690,3.3608606295169046
427100,-19.887587852101532
